location_name,street_address,city,state,zip_code,latitude,longitude,charging_details,amenities,superchargers_count,when_available,power_capacity,state_name,brand,updated
Stuckey's,121  Parker Padgett Road,Old Fort,NC,28762,35.63776,-82.14391,"12 Superchargers, available 24/7, up to 250kW","restaurants, beverage, restrooms",12, 24/7, 250kW,North Carolina,Tesla superchargers,2024-07-27
Shoppes at Oxford,1011  Lewis Street,Oxford,NC,27565,36.28082321,-78.605658,"12 Superchargers, available 24/7, up to 250kW","restaurants, shopping, restrooms",12, 24/7, 250kW,North Carolina,Tesla superchargers,2024-07-27
Holiday Inn Express - Plymouth,840 U.S. 64,Plymouth,NC,27962-8852,35.849796,-76.755119,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, lodging, beverage, restrooms",8, 24/7, 150kW,North Carolina,Tesla superchargers,2024-07-27
North Hills,Lassiter at North Hills Ave,Raleigh,NC,27609-5780,35.835617,-78.643494,"12 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, lodging, beverage, restrooms",12, 24/7, 250kW,North Carolina,Tesla superchargers,2024-07-27
Richmond Plaza,1305 East Broad Avenue,Rockingham,NC,28379,34.922341,-79.748928,"12 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",12, 24/7, 250kW,North Carolina,Tesla superchargers,2024-07-27
DoubleTree Rocky Mount,651 N. Winstead Avenue,Rocky Mount,NC,27804-8746,35.972684,-77.847338,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, lodging, beverage, restrooms",8, 24/7, 150kW,North Carolina,Tesla superchargers,2024-07-27
730 Jake Alexander Blvd S,,Salisbury,NC,28147,35.64529092,-80.48574796,"12 Superchargers, available 24/7, up to 250kW","restaurants, lodging, restrooms",12, 24/7, 250kW,North Carolina,Tesla superchargers,2024-07-27
Spring Lane Galleria,818 Spring Lane,Sanford,NC,27330,35.4879484,-79.1934466,"12 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",12, 24/7, 250kW,North Carolina,Tesla superchargers,2024-07-27
Food Lion Plaza,1605 East 11th Street,Siler City,NC,27344,35.73394,-79.441277,"8 Superchargers, available 24/7, up to 250kW","restaurants, shopping, restrooms",8, 24/7, 250kW,North Carolina,Tesla superchargers,2024-07-27
Sheetz,1700 East Market Street,Smithfield,NC,27577,35.505053,-78.324912,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 150kW,North Carolina,Tesla superchargers,2024-07-27
Sheetz,1810  Liberty Drive,Thomasville,NC,27360,35.8559055,-80.07265178,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, beverage, restrooms",8, 24/7, 250kW,North Carolina,Tesla superchargers,2024-07-27
Mad Boar Restaurant,111 River Village Place,Wallace,NC,28466,34.756571,-77.948119,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, lodging, restrooms",8, 24/7, 150kW,North Carolina,Tesla superchargers,2024-07-27
Smithfield's Chicken N Bar-B-Q,2669  NC-24,Warsaw,NC,28398,34.993268,-78.136298,"12 Superchargers, available 24/7, up to 250kW","restaurants, wifi, restrooms",12, 24/7, 250kW,North Carolina,Tesla superchargers,2024-07-27
Mayfaire Town Center,6835 Conservation Way,Wilmington,NC,28405-4191,34.242299,-77.828761,"10 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, lodging, beverage, restrooms",10, 24/7, 150kW,North Carolina,Tesla superchargers,2024-07-27
4934  Raleigh Road Parkway West,,Wilson,NC,27896,35.763264,-78.000021,"20 Superchargers, available 24/7, up to 250kW","restaurants, beverage, restrooms",20, 24/7, 250kW,North Carolina,Tesla superchargers,2024-07-27
Pinehurst Square,999 West Century Avenue,Bismarck,ND,58503,46.833065,-100.807401,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, restrooms",8, 24/7, 250kW,North Dakota,Tesla superchargers,2024-07-27
Prairie Hills Mall,1681 3rd Avenue West,Dickinson,ND,58601,46.900718,-102.790345,"8 Superchargers, available 24/7, up to 250kW","restaurants, shopping, beverage, restrooms",8, 24/7, 250kW,North Dakota,Tesla superchargers,2024-07-27
Casey's General Store,5680 23rd Avenue South,Fargo,ND,58104,46.84368,-96.881522,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, beverage, restrooms",8, 24/7, 250kW,North Dakota,Tesla superchargers,2024-07-27
Target,3601 32nd Avenue South,Grand Forks,ND,58201,47.888156,-97.081138,"8 Superchargers, available 24/7, up to 250kW","shopping, beverage, restrooms",8, 24/7, 250kW,North Dakota,Tesla superchargers,2024-07-27
Buffalo Mall,2400 8th Avenue Southwest,Jamestown,ND,58401,46.884849,-98.719498,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, restrooms",8, 24/7, 250kW,North Dakota,Tesla superchargers,2024-07-27
Holiday Inn,1392 Enterprise Parkway,Ashland,OH,44805,40.859396,-82.268051,"12 Superchargers, available 24/7, up to 250kW","restaurants, lodging, beverage, restrooms",12, 24/7, 250kW,Ohio,Tesla superchargers,2024-07-27
Meijer,3822 Colonel Glenn Highway,Beavercreek,OH,45324,39.775871,-84.075844,"12 Superchargers, available 24/7, up to 250kW","restaurants, shopping, restrooms",12, 24/7, 250kW,Ohio,Tesla superchargers,2024-07-27
Great Lakes Service Plaza,2000 E Edgerton Rd,Broadview Heights,OH,44147,41.291648,-81.671326,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, beverage, restrooms",8, 24/7, 250kW,Ohio,Tesla superchargers,2024-07-27
Sheetz,10315  Cascade Crossing,Brooklyn,OH,44144,41.422295,-81.7593417,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, lodging, beverage, restrooms",8, 24/7, 250kW,Ohio,Tesla superchargers,2024-07-27
Sheetz,2101 Southgate Parkway,Cambridge,OH,43725-3080,40.003561,-81.575929,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, lodging, beverage, restrooms",8, 24/7, 150kW,Ohio,Tesla superchargers,2024-07-27
Zane Plaza,1080 N. Bridge Street,Chillicothe,OH,45601,39.357746,-82.977059,"8 Superchargers, available 24/7, up to 250kW","restaurants, restrooms",8, 24/7, 250kW,Ohio,Tesla superchargers,2024-07-27
Meijer,4825 Marburg Avenue,Cincinnati,OH,45209,39.162132,-84.426636,"12 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",12, 24/7, 250kW,Ohio,Tesla superchargers,2024-07-27
Meijer,1661 Hilliard Rome Road,Columbus,OH,43228,39.983566,-83.150636,"12 Superchargers, available 24/7, up to 250kW","restaurants, shopping, beverage, restrooms",12, 24/7, 250kW,Ohio,Tesla superchargers,2024-07-27
70 East Goodale Street,,Columbus,OH,43215,39.974322,-83.000802,,"restaurants, wifi, shopping, lodging, restrooms",,,,Ohio,Tesla superchargers,2024-07-27
Meijer,9200 N Main Street,Dayton,OH,45415-1125,39.857574,-84.277858,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, lodging, beverage, restrooms",8, 24/7, 150kW,Ohio,Tesla superchargers,2024-07-27
Meijer,6175 Sawmill Road,Dublin,OH,43017,40.091166,-83.091885,"10 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",10, 24/7, 150kW,Ohio,Tesla superchargers,2024-07-27
Denny's,1051   Interstate Court,Findlay,OH,45840,41.0597,-83.67082,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, lodging, beverage, restrooms",8, 24/7, 250kW,Ohio,Tesla superchargers,2024-07-27
Wyandot Service Plaza,6410 Creek 165,Genoa,OH,43430,41.49024,-83.36958,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Ohio,Tesla superchargers,2024-07-27
Blue Heron Service Plaza,6164 Creek 165,Genoa,OH,43430,41.49043,-83.36756,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Ohio,Tesla superchargers,2024-07-27
Maverick's Bistro,420  South State Street,Girard,OH,44420,41.149533,-80.699651,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, beverage, restrooms",8, 24/7, 250kW,Ohio,Tesla superchargers,2024-07-27
Derby Square Shopping Center,2221 Stringtown Rd,Grove City,OH,43123-2928,39.876978,-83.063708,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 150kW,Ohio,Tesla superchargers,2024-07-27
Hampton Inn,1933 Roschman Ave.,Lima,OH,45804-3496,40.727249,-84.072302,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, lodging, beverage, restrooms",8, 24/7, 150kW,Ohio,Tesla superchargers,2024-07-27
Macedonia Commons,8210 Macedonia Commons Blvd.,Macedonia,OH,44056-1860,41.313808,-81.517418,"6 Superchargers, available 24/7, up to 150kW","beverage, restrooms",6, 24/7, 150kW,Ohio,Tesla superchargers,2024-07-27
Meijer,1385 Conant Street,Maumee,OH,43537-1758,41.578913,-83.663595,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 150kW,Ohio,Tesla superchargers,2024-07-27
Bonecutter Hollow,6200 State Route 95,Mt. Gilead,OH,43338-9548,40.494065,-82.712556,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, lodging, beverage, restrooms",8, 24/7, 150kW,Ohio,Tesla superchargers,2024-07-27
Sheetz,6229 E Dublin Granville Rd,New Albany,OH,43054,40.0777053,-82.8509972,"8 Superchargers, available 24/7, up to 250kW","restaurants, beverage, restrooms",8, 24/7, 250kW,Ohio,Tesla superchargers,2024-07-27
Mahoning Valley Service Plaza,3500 E South Range Rd,New Springfield,OH,44443,40.94011,-80.58525,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, beverage, restrooms",8, 24/7, 250kW,Ohio,Tesla superchargers,2024-07-27
Glacier Hills Service Plaza,12500 Beard Rd,New Springfield,OH,44443,40.93909,-80.58788,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, beverage, restrooms",8, 24/7, 250kW,Ohio,Tesla superchargers,2024-07-27
GetGo,6215  Whipple Avenue NW,North Canton,OH,44720,40.872217,-81.422937,"8 Superchargers, available 24/7, up to 250kW","beverage, restrooms",8, 24/7, 250kW,Ohio,Tesla superchargers,2024-07-27
Polaris Towne Center,1177 Polaris Parkway,Columbus,OH,43240,40.141082,-82.98912,"10 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",10, 24/7, 150kW,Ohio,Tesla superchargers,2024-07-27
Meijer,10055 Olde US-20,Rossford,OH,43460,41.54617,-83.59017,"12 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, restrooms",12, 24/7, 250kW,Ohio,Tesla superchargers,2024-07-27
Meijer,4702 Milan Road,Sandusky,OH,44870,41.4098,-82.663973,"10 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",10, 24/7, 150kW,Ohio,Tesla superchargers,2024-07-27
Circle K,8700  Wooster Pike,Seville,OH,44273,41.0355458,-81.86460706,"12 Superchargers, available 24/7, up to 250kW","beverage, restrooms",12, 24/7, 250kW,Ohio,Tesla superchargers,2024-07-27
Shaker Heights Plaza,20040-20200 Van Aken Blvd,Shaker Heights,OH,44122,41.465946,-81.538675,"12 Superchargers, available 24/7, up to 250kW","restaurants, shopping, beverage, restrooms",12, 24/7, 250kW,Ohio,Tesla superchargers,2024-07-27
Sheetz,5295 Detroit Road,Sheffield,OH,44054-2902,41.426971,-82.07687,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, beverage, restrooms",8, 24/7, 150kW,Ohio,Tesla superchargers,2024-07-27
Sheetz,9037 Pearl Road,Strongsville,OH,44136,41.343807,-81.825918,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, beverage, restrooms",8, 24/7, 150kW,Ohio,Tesla superchargers,2024-07-27
Meijer,1500 E. Alexis Road,Toledo,OH,43612-3952,41.721769,-83.509295,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, lodging, beverage, restrooms",8, 24/7, 150kW,Ohio,Tesla superchargers,2024-07-27
Sheetz,2495 East Aurora Road,Twinsburg,OH,44087,41.311513,-81.448866,"7 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, lodging, beverage, restrooms",7, 24/7, 250kW,Ohio,Tesla superchargers,2024-07-27
Arby's,1745 E Wyandot Ave,Upper Sandusky,OH,43351,40.834626,-83.237153,"12 Superchargers, available 24/7, up to 250kW","restaurants, beverage, restrooms",12, 24/7, 250kW,Ohio,Tesla superchargers,2024-07-27
Meijer,7390 Tylersville Rd,West Chester Township,OH,45069,39.356268,-84.377583,"12 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",12, 24/7, 250kW,Ohio,Tesla superchargers,2024-07-27
Meijer,6550 Harrison Avenue,Cincinnati,OH,45247,39.19334,-84.658931,"12 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",12, 24/7, 150kW,Ohio,Tesla superchargers,2024-07-27
Indian Meadow Service Plaza,21738 Co Rd M-50,West Unity,OH,43570,41.60485,-84.40689,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, beverage, restrooms",8, 24/7, 250kW,Ohio,Tesla superchargers,2024-07-27
Tiffin River Service Plaza,21747  Co Rd M,West Unity,OH,43570,41.60408,-84.40848,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, beverage, restrooms",8, 24/7, 250kW,Ohio,Tesla superchargers,2024-07-27
Interurban Classic Grill,322 Holiday Drive,Ardmore,OK,73401-2575,34.179003,-97.166202,"12 Superchargers, available 24/7, up to 250kW","restaurants, beverage, restrooms",12, 24/7, 250kW,Oklahoma,Tesla superchargers,2024-07-27
Hard Rock Hotel &amp; Casino Tulsa,777 W. Cherokee St.,Catoosa,OK,74015-3235,36.167819,-95.765764,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, lodging, beverage, restrooms",8, 24/7, 150kW,Oklahoma,Tesla superchargers,2024-07-27
Outlet Shoppes at Oklahoma City,7624 West Reno Ave #380,Oklahoma City,OK,73127-9783,35.462865,-97.65342,"8 Superchargers, available 24/7, up to 150kW",wifi,8, 24/7, 150kW,Oklahoma,Tesla superchargers,2024-07-27
Mobil 38,2812 Fir Street,Perry,OK,73077-7913,36.289543,-97.325368,"6 Superchargers, available 24/7, up to 150kW","restaurants, wifi, beverage, restrooms",6, 24/7, 150kW,Oklahoma,Tesla superchargers,2024-07-27
Tulsa Hills Shopping Center,7380 S Olympia Ave,Tulsa,OK,74132,36.054129,-96.004924,"24 Superchargers, available 24/7, up to 250kW","restaurants, shopping, restrooms",24, 24/7, 250kW,Oklahoma,Tesla superchargers,2024-07-27
Lucille's Road House,1301 N Airport Rd,Weatherford,OK,73096-3310,35.53875,-98.659364,"6 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, lodging, restrooms",6, 24/7, 150kW,Oklahoma,Tesla superchargers,2024-07-27
580 Clover Ln,,Ashland,OR,97520,42.182731,-122.662758,"24 Superchargers, available 24/7, up to 250kW","restaurants, lodging",24, 24/7, 250kW,Oregon,Tesla superchargers,2024-07-27
Best Western Sunridge Inn,1 Sunridge Lane,Baker City,OR,97814-2254,44.782394,-117.813201,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, lodging, beverage, restrooms",8, 24/7, 150kW,Oregon,Tesla superchargers,2024-07-27
Bandon Shopping Center,120 Michigan Ave. NE,Bandon,OR,97411,43.121929,-124.398992,"8 Superchargers, available 24/7, up to 150kW","restaurants, shopping, beverage, restrooms",8, 24/7, 150kW,Oregon,Tesla superchargers,2024-07-27
Cedar Hills Crossing,3205 Southwest Cedar Hills Blvd,Beaverton,OR,97005,45.501107,-122.809638,"12 Superchargers, available 24/7, up to 250kW","restaurants, shopping, beverage, restrooms",12, 24/7, 250kW,Oregon,Tesla superchargers,2024-07-27
Fred Meyer Bend,61535 S Highway 97,Bend,OR,97702-2154,44.034763,-121.307963,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 150kW,Oregon,Tesla superchargers,2024-07-27
SAGE Center,101  Olson Road,Boardman,OR,97818,45.840945,-119.685074,"8 Superchargers, available 24/7, up to 250kW","beverage, restrooms",8, 24/7, 250kW,Oregon,Tesla superchargers,2024-07-27
Detroit Lake,210 D Street,Detroit,OR,97342-0018,44.73704,-122.151999,"6 Superchargers, available 24/7, up to 150kW","wifi, beverage, restrooms",6, 24/7, 150kW,Oregon,Tesla superchargers,2024-07-27
Black Bear Diner Grants Pass,1900 NW 6th St.,Grants Pass,OR,97526-3402,42.460931,-123.324124,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, restrooms",8, 24/7, 150kW,Oregon,Tesla superchargers,2024-07-27
"Harrisburg, OR",32900  Diamond Hill Road,Harrisburg,OR,97446,44.279989,-123.063323,"8 Superchargers, available 24/7, up to 250kW","restaurants, restrooms",8, 24/7, 250kW,Oregon,Tesla superchargers,2024-07-27
Target,18101 NW Evergreen Parkway,Beaverton,OR,97006,45.538188,-122.86522,"12 Superchargers, available 24/7, up to 250kW","restaurants, shopping, beverage, restrooms",12, 24/7, 250kW,Oregon,Tesla superchargers,2024-07-27
629 North US-20,,Hines,OR,97738,43.572949,-119.074873,"8 Superchargers, available 24/7, up to 250kW","restaurants, shopping, beverage, restrooms",8, 24/7, 250kW,Oregon,Tesla superchargers,2024-07-27
Hood River Waterfront,504 Anchor Way,Hood River,OR,97031,45.713988,-121.515849,"16 Superchargers, available 24/7, up to 250kW","restaurants, beverage",16, 24/7, 250kW,Oregon,Tesla superchargers,2024-07-27
Fred Meyer Klamath Falls,2655 Shasta Way,Klamath Falls,OR,97603-4455,42.216835,-121.757171,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 150kW,Oregon,Tesla superchargers,2024-07-27
Lincoln City Outlets,1500 SE East Devils Lake Rd.,Lincoln City,OR,97367-2660,44.95772,-124.01135,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 150kW,Oregon,Tesla superchargers,2024-07-27
Palisades Shopping Center,1537  Northeast Highway 97,Madras,OR,97741,44.614089,-121.135273,"8 Superchargers, available 24/7, up to 250kW","restaurants, shopping, restrooms",8, 24/7, 250kW,Oregon,Tesla superchargers,2024-07-27
Target,2000 Crater Lake Highway,Medford,OR,97504,42.347946,-122.87819,"12 Superchargers, available 24/7, up to 250kW","restaurants, shopping, beverage, restrooms",12, 24/7, 250kW,Oregon,Tesla superchargers,2024-07-27
Myrtle Creek Center,200 Pruner Road,Myrtle Creek,OR,97457,42.972617,-123.339132,"8 Superchargers, available 24/7, up to 250kW","restaurants, shopping, restrooms",8, 24/7, 250kW,Oregon,Tesla superchargers,2024-07-27
Ontario Market Place,203 East Street West,Ontario,OR,97914,44.026055,-116.943275,"8 Superchargers, available 24/7, up to 250kW","restaurants, shopping",8, 24/7, 250kW,Oregon,Tesla superchargers,2024-07-27
Wildhorse Resort and Casino,46510 Wildhorse Blvd.,Pendleton,OR,97801-6043,45.646494,-118.681805,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, lodging, beverage, restrooms",8, 24/7, 150kW,Oregon,Tesla superchargers,2024-07-27
Fox Tower,805 Southwest Broadway,Portland,OR,97205,45.518276,-122.681027,"4 Superchargers, available 24/7, up to 250kW","restaurants, shopping, lodging, beverage, restrooms",4, 24/7, 250kW,Oregon,Tesla superchargers,2024-07-27
Ikea,10280 Northeast Cascades Parkway,Portland,OR,97220,45.572503,-122.553875,"16 Superchargers, available 24/7, up to 250kW","restaurants, shopping, beverage, restrooms",16, 24/7, 250kW,Oregon,Tesla superchargers,2024-07-27
Tesla Store,2755 Mission St SE,Salem,OR,97301,44.9212455,-123.0065365,"12 Superchargers, available 24/7, up to 250kW",restrooms,12, 24/7, 250kW,Oregon,Tesla superchargers,2024-07-27
Target,3790 Center Street NE,Salem,OR,97301,44.939159,-122.987526,"12 Superchargers, available 24/7, up to 250kW","restaurants, shopping, restrooms",12, 24/7, 250kW,Oregon,Tesla superchargers,2024-07-27
Fred Meyer,16625 SE 362nd Dr.,Sandy,OR,97055-9247,45.40291,-122.294789,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 150kW,Oregon,Tesla superchargers,2024-07-27
52426 SE 2nd St,,Scappoose,OR,97056,45.756213,-122.876417,"4 Superchargers, available 24/7, up to 250kW","restaurants, shopping, beverage, restrooms",4, 24/7, 250kW,Oregon,Tesla superchargers,2024-07-27
Seaside Factory Outlet Center,1111 N Roosevelt Dr.,Seaside,OR,97138-4607,46.000577,-123.916851,"6 Superchargers, available 24/7, up to 150kW","restaurants, shopping, beverage, restrooms",6, 24/7, 150kW,Oregon,Tesla superchargers,2024-07-27
Holiday Inn Eugene - Springfield,919 Kruse Way,Springfield,OR,97477-1074,44.0826,-123.0381799,"14 Superchargers, available 24/7, up to 150kW","restaurants, wifi, lodging, beverage, restrooms",14, 24/7, 150kW,Oregon,Tesla superchargers,2024-07-27
116 Clover Leaf Loop,,Sutherlin,OR,97479,43.38688,-123.341572,"51 Superchargers, available 24/7, up to 250kW","restaurants, beverage, restrooms",51, 24/7, 250kW,Oregon,Tesla superchargers,2024-07-27
250 S 4th St,,Coos Bay,OR,97420,43.366333,-124.215585,"8 Superchargers, available 24/7, up to 250kW","restaurants, shopping, beverage",8, 24/7, 250kW,Oregon,Tesla superchargers,2024-07-27
Newport Shopping Center,2220  North Coast Highway,Newport,OR,97365,44.653362,-124.052786,"8 Superchargers, available 24/7, up to 250kW","restaurants, shopping, beverage, restrooms",8, 24/7, 250kW,Oregon,Tesla superchargers,2024-07-27
Jantzen Beach Center,12154 N Pavilion Ave,Portland,OR,97239,45.611805,-122.684999,"8 Superchargers, available 24/7, up to 250kW","restaurants, shopping, beverage, restrooms",8, 24/7, 250kW,Oregon,Tesla superchargers,2024-07-27
Cousins' Country Inn,2114 West 6th Street,The Dalles,OR,97058-3524,45.611819,-121.208227,"5 Superchargers, available 24/7, up to 150kW","restaurants, wifi, beverage, restrooms",5, 24/7, 150kW,Oregon,Tesla superchargers,2024-07-27
Washington Square Mall,9585 Southwest Washington Square Road,Portland,OR,97223,45.450508,-122.783501,"10 Superchargers, available 24/7, up to 72kW","restaurants, shopping, beverage, restrooms",10, 24/7, 72kW,Oregon,Tesla superchargers,2024-07-27
Tillamook OR,2325 Latimer Road North,Tillamook,OR,97141,45.481666,-123.842476,"12 Superchargers, available 24/7, up to 250kW","restaurants, restrooms",12, 24/7, 250kW,Oregon,Tesla superchargers,2024-07-27
Columbia Gorge Outlets,450  Northwest 257th Way,Troutdale,OR,97060,45.543105,-122.389693,"8 Superchargers, available 24/7, up to 250kW","restaurants, shopping, beverage, restrooms",8, 24/7, 250kW,Oregon,Tesla superchargers,2024-07-27
Elmer's Restaurant,255 N Arney Rd,Woodburn,OR,97071-8460,45.152814,-122.882442,"4 Superchargers, available 24/7, up to 250kW","restaurants, wifi, beverage, restrooms",4, 24/7, 250kW,Oregon,Tesla superchargers,2024-07-27
Tilghman Square Shopping Center,4680 Broadway,Allentown,PA,18104-3214,40.588912,-75.55995,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Pennsylvania,Tesla superchargers,2024-07-27
Sheetz,1915 Pleasant Valley Boulevard,Altoona,PA,16602,40.499187,-78.392213,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, lodging, beverage, restrooms",8, 24/7, 150kW,Pennsylvania,Tesla superchargers,2024-07-27
"Bartonsville, PA",65  PA-611,Bartonsville,PA,18321,41.00187,-75.27283,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Pennsylvania,Tesla superchargers,2024-07-27
Weis Markets,170 Buckaroo Ln,Bellefonte,PA,16823-9119,40.913553,-77.737799,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 150kW,Pennsylvania,Tesla superchargers,2024-07-27
Wawa,3620 Street Road,Bensalem,PA,19020,40.125444,-74.963758,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Pennsylvania,Tesla superchargers,2024-07-27
Ruby Tuesday,11 Ricky Ave.,Bloomsburg,PA,17815-8453,41.016388,-76.492779,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, lodging, beverage, restrooms",8, 24/7, 150kW,Pennsylvania,Tesla superchargers,2024-07-27
Sheetz,16417 Lincoln Highway,Breezewood,PA,15533,39.999619,-78.238693,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, lodging, beverage, restrooms",8, 24/7, 150kW,Pennsylvania,Tesla superchargers,2024-07-27
Travelers' Oasis,16520 Lincoln Highway,BREEZEWOOD,PA,15533,39.999267,-78.235732,"12 Superchargers, available 24/7, up to 250kW","restaurants, beverage, restrooms",12, 24/7, 250kW,Pennsylvania,Tesla superchargers,2024-07-27
Sheetz,1720 Harrisburg Pike,Carlisle,PA,17015,40.233659,-77.119049,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 150kW,Pennsylvania,Tesla superchargers,2024-07-27
Sheetz,12604 Dunnings Hwy,Claysburg,PA,16625,40.273747,-78.459841,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Pennsylvania,Tesla superchargers,2024-07-27
Residence Inn Cranberry Township,1308 Freedom Road,Cranberry,PA,16066-5012,40.683508,-80.108327,"6 Superchargers, available 24/7, up to 150kW","restaurants, wifi, lodging, beverage, restrooms",6, 24/7, 150kW,Pennsylvania,Tesla superchargers,2024-07-27
Bowmansville Service Plaza,1350 Reading Road,Bowmansville,PA,17507,40.20395186,-76.01675108,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Pennsylvania,Tesla superchargers,2024-07-27
Wawa,425 South Main Street,Doylestown,PA,18901,40.300309,-75.128049,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Pennsylvania,Tesla superchargers,2024-07-27
Sheetz,100 Trolley Line Drive Building B1,Easton,PA,18045,40.73843122,-75.2629913,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Pennsylvania,Tesla superchargers,2024-07-27
Wawa,551 W Uwchlan Ave,Exton,PA,19341,40.047859,-75.662831,"12 Superchargers, available 24/7, up to 250kW","restaurants, shopping, beverage, restrooms",12, 24/7, 250kW,Pennsylvania,Tesla superchargers,2024-07-27
Peter J. Camiel Service Plaza,5 Marsh Road,Elverson,PA,19520,40.121002,-75.775361,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Pennsylvania,Tesla superchargers,2024-07-27
Sheetz,891  East Main Street,Ephrata,PA,17522,40.16394248,-76.15407447,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Pennsylvania,Tesla superchargers,2024-07-27
Hilton Garden Inn Erie,2225 Down Drive,Erie,PA,16509-4793,42.049916,-80.086956,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, lodging, beverage, restrooms",8, 24/7, 150kW,Pennsylvania,Tesla superchargers,2024-07-27
