store_id,name,street,city,state,zip,phone,manager,store_opened,latitude,longitude,state_name
761,Boise,2051 S Cole Rd,Boise,ID,83709-2815,(208) 321-8700                  ,Andy Milliken,"Oct 11, 1988",43.586,-116.276,Idaho
734,Nampa,16700 N Market Place Blvd,Nampa,ID,83687-7909,(208) 465-3800                  ,Jay Yang         Mgr,"Aug 23, 2006",43.615,-116.59,Idaho
1274,Elk Grove,7400 Elk Grove Blvd,Elk Grove,CA,95757-6299,(916) 465-6050                  ,Mike Schmid,"Sep 27, 2018",38.406,-121.414,California
447,Santa Clarita,18649 Via Princessa,Santa Clarita,CA,91387-4935,(661) 250-2818                  ,Elias Rahhal,"May 1, 1992",34.404,-118.461,California
437,Northridge,8810 Tampa Ave,Northridge,CA,91324-3519,(818) 775-1860                  ,Bobette Laureano,"Sep 23, 1989",34.23,-118.551,California
128,Simi Valley,2660 Park Center Dr,Simi Valley,CA,93065-6207,(805) 578-3301                  ,Russell Lee,"May 1, 1996",34.284,-118.796,California
1205,Woodland Hills,21800 Victory Blvd,Woodland Hills,CA,91367-2227,(818) 884-9099                  ,Chantal Kupelian,"Dec 18, 1986",34.186,-118.603,California
1071,Pacoima,13550 Paxton St,Pacoima,CA,91331-2352,(818) 272-2700                  ,Trey Cardwell,"Mar 4, 2010",34.272,-118.426,California
48,Van Nuys,6100 Sepulveda Blvd,Van Nuys,CA,91411-2503,(818) 989-5132                  ,Andrea Friscia,"Nov 9, 1989",34.182,-118.464,California
117,Westlake Village,5700 Lindero Canyon Rd,Westlake Village,CA,91362-4063,(818) 597-3901                  ,Robert Armstrong,"Aug 8, 1996",34.152,-118.797,California
1119,West Fargo ND,750 23Rd Ave East,West Fargo,ND,58078-7804,(701) 281-2220                  ,Brian Roberts,"Oct 23, 2012",46.845,-96.887,North Dakota
1216,Bellingham,4125 Arctic Ave,Bellingham,WA,98226-9325,(360) 671-6947                  ,Netra Mcgrew,"Nov 13, 1991",48.792,-122.514,Washington
662,Burlington WA,1725 S Burlington Blvd,Burlington,WA,98233-3223,(360) 757-5703                  ,Kc Robinson,"Aug 3, 2000",48.454,-122.338,Washington
642,Marysville WA,16616 Twin Lakes Ave,Marysville,WA,98271-4701,(360) 652-4532                  ,Bobby Radcliffe,"Sep 21, 2006",48.148,-122.191,Washington
639,Sequim,955 W Washington St,Sequim,WA,98382-3266,(360) 406-2025                  ,Ashley Roos,"Sep 9, 1993",48.077,-123.126,Washington
31,Fresno,4500 W Shaw Ave,Fresno,CA,93722-6200,(559) 271-6511                  ,Juan Bautista,"Sep 12, 1985",36.81,-119.874,California
657,N Fresno,7100 N Abby St,Fresno,CA,93720-2920,(559) 437-3643                  ,Kathy Fuson,"Nov 26, 2002",36.839,-119.788,California
1360,Clovis,2270 Clovis Ave,Clovis,CA,93612,(559) 291-3377                  ,Jim Harris Jr,"Nov 19, 1990",36.806,-119.703,California
1244,Hanford,2395 E Lacey Blvd,Hanford,CA,93230-4740,(559) 670-6008                  ,Jeff Thompson,"Oct 27, 2016",36.326,-119.607,California
142,Merced,1445 R St,Merced,CA,95340-5850,(209) 725-5020                  ,Stephani Dee,"Dec 2, 1993",37.303,-120.497,California
1017,Visalia,1405 W Cameron Ave,Visalia,CA,93277-9527,(559) 735-2400                  ,Kellee Salcedo,"Nov 20, 1990",36.293,-119.307,California
782,Turlock,2955 N Tegner Rd,Turlock,CA,95380-9401,(209) 656-5301                  ,Aneesah Savage,"Aug 26, 2004",37.519,-120.888,California
760,Gilroy,7251 Camino Arroyo,Gilroy,CA,95020-7340,(408) 848-0700                  ,Mike Biggs,"Mar 1, 2003",37.008,-121.556,California
661,Modesto,3801 Pelandale Ave,Modesto,CA,95356-8300,(209) 342-4903                  ,Michael Wiederholt,"Aug 10, 1989",37.702,-121.067,California
472,Salinas,1339 N Davis Rd,Salinas,CA,93907-1988,(831) 424-4242                  ,Steve Alexander,"Aug 29, 1997",36.704,-121.668,California
1011,Chico,2100 Dr Mlk Jr Pkwy,Chico,CA,95928-4422,(530) 332-1742                  ,Peter Cavallero,"Oct 15, 1991",39.721,-121.811,California
1445,Redding,4805 Bechelli Lane,Redding,CA,96002,(530) 222-0199                  ,Dave Sierra,"Apr 5, 1990",40.541,-122.356,California
383,Niles,7311 N Melvina Ave,Niles,IL,60714-3905,(847) 972-3003                  ,Dan Lavigne,"Jun 1, 2000",42.015,-87.78,Illinois
380,Lincoln Park,2746 N Clybourn Ave,Chicago,IL,60614-1006,(773) 360-2053                  ,Igor Anic,"May 2, 2001",41.93,-87.677,Illinois
1080,San Marcos,725 Center Drive,San Marcos,CA,92069-3536,(760) 871-6867                  ,Patty Munguia,"Jul 8, 2011",33.135,-117.125,California
1581,San Marcos Business Center,150 S. Bent Ave,San Marcos,CA,92078,(760) 410-5681                  ,Jared Turner,"Mar 17, 2022",33.137,-117.184,California
124,Vista,1755 Hacienda Dr,Vista,CA,92081-4546,(760) 631-7255                  ,Kamal Bhatt,"Nov 24, 1993",33.188,-117.277,California
462,Carlsbad,951 Palomar Airport Rd,Carlsbad,CA,92011-1110,(760) 929-0963                  ,Lisa Balderrama,"Oct 3, 1992",33.12,-117.316,California
578,San Diego Business Center,7803 Othello Ave,San Diego,CA,92111-3709,(858) 810-5835                  ,Robert Clark      Mgr,"Sep 15, 2010",32.816,-117.153,California
1039,Brandywine,16006 Crain Hwy,Brandywine,MD,20613-8081,(301) 372-3200                  ,Shadi Klam,"Nov 12, 2008",38.67,-76.873,Maryland
646,Sparks,4810 Galleria Pkwy,Sparks,NV,89436-9605,(775) 356-4400                  ,Marcie Cathey     Mgr,"Aug 25, 2006",39.579,-119.739,Nevada
25,Reno,2200 Harvard Way,Reno,NV,89502-4004,(775) 689-2200                  ,Bob Tote,"Nov 8, 1988",39.503,-119.784,Nevada
127,Carson City,700 Old Clear Creek Rd,Carson City,NV,89705-6853,(775) 881-2503                  ,Jim Mccrossin,"Nov 10, 2000",39.117,-119.777,Nevada
429,San Juan Capistrano,33961 Doheny Park Rd,San Juan Capistrano,CA,92675-4835,(949) 240-3558                  ,Todd Kepple,"Dec 4, 1987",33.47,-117.678,California
401,Morena,4605 Morena Blvd,San Diego,CA,92117-3650,(858) 270-6920                  ,Brandon Ruiz      920,"Jul 1, 1976",32.822,-117.225,California
488,Mission Valley,2345 Fenton Pkwy,San Diego,CA,92108-4743,(619) 358-4000                  ,Craig Good,"Jun 29, 2000",32.782,-117.129,California
487,Sandy,11100 S Auto Mall Dr,Sandy,UT,84070-4171,(801) 790-0003                  ,Paul Maurice,"Jun 2, 2000",40.55,-111.895,Utah
1441,Riverton,13126 S. Eagles Flight Rd,Riverton,UT,84096,(385) 855-7196                  ,Jason Jense,"May 19, 2022",40.513,-112.002,Utah
733,Lehi,198 N 1200 E,Lehi,UT,84043-2294,(801) 653-2700                  ,Gordon Carlson,"Aug 24, 2006",40.389,-111.823,Utah
1383,Saratoga Springs,1083 N Redwood Rd.,Saratoga Springs,UT,84045,(801) 407-4194                  ,Kevin Campbell,"Aug 13, 2020",40.382,-111.918,Utah
131,Sand City,801 Tioga Ave,Sand City,CA,93955-3050,(831) 899-1255                  ,Fernando Favela,"Nov 16, 1989",36.617,-121.845,California
149,Santa Cruz,220 Sylvania Ave,Santa Cruz,CA,95060-2161,(831) 469-0961                  ,Matt Mallon,"Aug 18, 1994",36.985,-122.033,California
1267,Great Oaks,6898 Raleigh Road,San Jose,CA,95119-1730,(408) 908-7929                  ,Rob Zipp,"Jun 29, 2017",37.244,-121.786,California
848,San Jose Business Center,2376 S Evergreen Loop,San Jose,CA,95122,(669) 236-4679                  ,1Amie Pierce      Mgr,"Oct 29, 2020",37.318,-121.811,California
420,Oxnard,2001 E Ventura Blvd,Oxnard,CA,93036-1813,(805) 983-4200                  ,Rudy Garcia,"Nov 18, 1985",34.225,-119.148,California
125,Eureka,1006 W Wabash Ave,Eureka,CA,95501-2121,(707) 441-8750                  ,Ian Wieland,"Nov 3, 1994",40.792,-124.182,California
1297,Ukiah,1275 Airport Park Blvd,Ukiah,CA,95482-7400,(707) 313-8004                  ,Katie Pickens,"Jul 19, 2018",39.127,-123.197,California
41,Santa Rosa,1900 Santa Rosa Ave,Santa Rosa,CA,95407-7621,(707) 578-3775                  ,Wil Ramos,"Nov 11, 1986",38.42,-122.712,California
659,Rohnert Park,5901 Redwood Dr,Rohnert Park,CA,94928-2076,(707) 540-9113                  ,Rob Geissler,"Sep 18, 2002",38.353,-122.717,California
474,Goleta,7095 Market Place Dr,Goleta,CA,93117-5905,(805) 685-3199                  ,Meg Vega,"Nov 24, 1998",34.428,-119.874,California
643,SW Bakersfield,4900 Panama Ln,Bakersfield,CA,93313-3479,(661) 398-4740                  ,Sargon Davoodi,"Apr 26, 2006",35.297,-119.058,California
1644,Billings,3880 Zoo Drive,Billings,MT,59106-3963,(406) 601-8273                  ,Bill Kelly,"Dec 5, 1991",45.736,-108.615,Montana
688,Bakersfield,3800 Rosedale Hwy,Bakersfield,CA,93308-6235,(661) 852-2643                  ,Mike Stranathan,"Oct 3, 1985",35.385,-119.049,California
1275,Santa Maria,1700 S. Bradley Rd.,Santa Maria,CA,93454-8001,(805) 928-8459                  ,Jim Blount,"Nov 22, 1988",34.927,-120.419,California
741,San Luis Obispo,1540 Froom Ranch Way,San Luis Obispo,CA,93405-7211,(805) 541-7000                  ,Ronnie Debrum,"Sep 17, 2005",35.252,-120.691,California
762,Lancaster CA,1141 W Avenue L,Lancaster,CA,93534-7077,(661) 802-4470                  ,Brenda Simmons    Mgr,"Sep 29, 1988",34.661,-118.151,California
141,Novato,300 Vintage Way,Novato,CA,94945-5007,(415) 899-1332                  ,Ron Simmons,"Mar 11, 1992",38.087,-122.551,California
453,Fairfield,5101 Business Center Dr,Fairfield,CA,94534-1624,(707) 864-3816                  ,Erik Blanton     Mgr,"Oct 1, 1992",38.215,-122.145,California
694,Vacaville,1051 Hume Way,Vacaville,CA,95687-5558,(707) 453-7343                  ,Monika Tinkelenberg,"Dec 6, 2002",38.351,-121.98,California
1118,Spanish Fork,273 E 1000 N,Spanish Fork,UT,84660-5844,(801) 504-9530                  ,Bev Buchannan,"Oct 25, 2012",40.124,-111.649,Utah
484,Orem,648 E 800 S,Orem,UT,84097-6528,(801) 851-5003                  ,Andrea Martinez,"Nov 23, 1999",40.28,-111.68,Utah
466,Prescott,3911 E State Route 69,Prescott,AZ,86301-6717,(928) 541-2203                  ,Greg Avalos,"Jun 27, 1996",34.548,-112.397,Arizona
1031,Manteca,2440 Daniels St,Manteca,CA,95337-6745,(209) 825-8200                  ,Eric Clark,"Aug 14, 2008",37.785,-121.26,California
658,Tracy,3250 W Grant Line Rd,Tracy,CA,95304-8427,(209) 830-5340                  ,Lorenzo Resendiz,"Sep 17, 2002",37.751,-121.475,California
38,Stockton,1616 E Hammer Ln,Stockton,CA,95210-4119,(209) 478-2040                  ,Denise Zizzo,"Oct 23, 1986",38.019,-121.292,California
1091,Lodi,2680 Reynolds Ranch Pkwy,Lodi,CA,95240-6848,(209) 366-7300                  ,Sheli Duppman    Mgr,"Jun 9, 2011",38.1,-121.264,California
64,Tumwater,5500 Littlerock Rd Sw,Tumwater,WA,98512-7363,(360) 357-6580                  ,Kevin Wagner,"Nov 14, 1991",46.997,-122.916,Washington
1380,Bismarck,1325 57Th Ave Ne,Bismarck,ND,58503-6581,(701) 415-7003                  ,Brandon Peck,"Aug 25, 2020",46.865,-100.77,North Dakota
