store_name,street,city,state,zip,phone,longitude,latitude,province,timezone,temp_closed,reopen_date,store_open_date,coming_soon,start_date,end_date,hybrid_stores,temporarily_closed,state_name,brand,updated
FAMILY DOLLAR #5124,10 Jackson St,Belmont,MS,38827,662-454-6094,-88.208656,34.507895,,America/Chicago,N,,04/04/2002 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Mississippi,Family Dollar,2024-06-05
FAMILY DOLLAR #2961,1838 6th Ave Se #8,Decatur,AL,35601-6027,256-822-7798,-86.9738,34.57753,,America/Chicago,N,,12/20/1996 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #13570,6201 Us Highway 431,Alexandria,AL,36250-5046,356-342-0222,-85.891765,33.762459,,America/Chicago,N,,04/27/2023 00:00:00,N,,,Y,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #610,905 Moulton St W,Decatur,AL,35601-2041,256-822-7799,-86.999726,34.603733,,America/Chicago,N,,12/15/1982 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #13519,299 Old Fort Rd West,Fort Deposit,AL,36032,--,-86.5822,31.9862,,America/Chicago,N,,06/06/2024 00:00:00,Y,,,Y,,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #552,1718 Quintard Ave,Anniston,AL,36201-3851,256-954-5664,-85.828,33.66706,,America/Chicago,N,,05/19/1983 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #523,701 W Main St,Tupelo,MS,38804-3707,662-350-6061,-88.714244,34.256921,,America/Chicago,N,,12/14/1981 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Mississippi,Family Dollar,2024-06-05
FAMILY DOLLAR #870,1225 West Meighan Blvd,Gadsden,AL,35901-3333,256-467-0378,-86.0228,34.02286,,America/Chicago,N,,10/11/1984 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #12811,2384 Al Highway 20,Town Creek,AL,35672,256-602-5018,-87.41063,34.680885,,America/Chicago,N,,07/28/2022 00:00:00,N,,,Y,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #544,10364 Al Hwy 168,Boaz,AL,35957-1949,256-907-4015,-86.161174,34.198315,,America/Chicago,N,,04/22/1982 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #12637,17916 Us Highway 280,Dadeville,AL,36853,256-373-0023,-85.764656,32.8366,,America/Chicago,N,,01/07/2021 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,Y,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #2721,315 Sand Mountain Dr E,Albertville,AL,35950-2329,256-744-7246,-86.206143,34.265782,,America/Chicago,N,,09/08/1995 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #10393,803 E Jackson Road,Union,MS,39365,769-222-6003,-89.111046,32.571602,,America/Chicago,N,,07/11/2013 00:00:00,N,2021-09-05T23:59:59,2021-09-16T23:59:59,N,0,Mississippi,Family Dollar,2024-06-05
FAMILY DOLLAR #13470,13516 Choctaw Ave,Gilbertown,AL,36908-0000,251-262-5642,-88.321543,31.878377,,America/Chicago,N,,03/27/2023 00:00:00,N,,,Y,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #13879,518 Main Street,Tallassee,AL,36078,334-812-5559,-85.870665,32.548465,,America/Chicago,N,,02/01/2024 00:00:00,N,,,Y,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #8842,1960 Veteran'S Memorial Blvd S,Eupora,MS,39744,662-258-1059,-89.26706,33.54345,,America/Chicago,N,,11/23/2011 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,Y,0,Mississippi,Family Dollar,2024-06-05
FAMILY DOLLAR #13575,3743  Mccullough Blvd.,Belden,MS,38826,662-350-6487,-88.781243,34.30554,,America/Chicago,N,,06/16/2023 00:00:00,N,,,Y,0,Mississippi,Family Dollar,2024-06-05
FAMILY DOLLAR #10233,200 S Jackson Street,Grove Hill,AL,36451,251-360-6017,-87.776818,31.70315,,America/Chicago,N,,08/15/2013 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #13195,802 Pelham Road,Jacksonville,AL,36265-2736,256-365-9079,-85.760315,33.805782,,America/Chicago,N,,02/24/2022 00:00:00,N,,,N,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #462,217 Cedar Street,Greenville,AL,36037-2205,334-525-6038,-86.621827,31.830577,,America/Chicago,N,,05/28/1981 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #12695,15458 Highway 15,Decatur,MS,39327,601-282-2933,-89.10703,32.441826,,America/Chicago,N,,07/29/2021 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,Y,0,Mississippi,Family Dollar,2024-06-05
FAMILY DOLLAR #13646,10113 Highway 9,Heflin,AL,36264,938-526-0648,-85.6376,33.5232,,America/Chicago,N,,01/29/2024 00:00:00,N,,,Y,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #13647,Sec Huntsville Browns Ferry Rd,Tanner,AL,35671,256-444-6659,-86.965089,34.731045,,America/Chicago,N,,09/20/2023 00:00:00,N,,,Y,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #566,402 S Archusa Ave,Quitman,MS,39355-2328,601-963-2386,-88.728413,32.034477,,America/Chicago,N,,11/11/1999 00:00:00,N,,,Y,0,Mississippi,Family Dollar,2024-06-05
FAMILY DOLLAR #13487,8491 Us Hwy 72,Cherokee,AL,35616-4407,938-666-7959,-87.968358,34.753791,,America/Chicago,N,,04/27/2023 00:00:00,N,,,Y,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #12875,17824 Montgomery Hwy,Highland Home,AL,36041,334-525-6059,-86.314674,31.945093,,America/Chicago,N,,12/16/2021 00:00:00,N,,,Y,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #2324,441 N. 4th Street,Baldwyn,MS,38824,662-350-4052,-88.634384,34.51404,,America/Chicago,N,,02/02/1994 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,Y,0,Mississippi,Family Dollar,2024-06-05
FAMILY DOLLAR #13456,586 W Veterans Blvd,Derma,MS,38839,662-786-5003,-89.295504,33.85544,,America/Chicago,N,,01/05/2023 00:00:00,N,,,Y,0,Mississippi,Family Dollar,2024-06-05
FAMILY DOLLAR #13196,3530 Cathedral Caverns Hwy,Grant,AL,35747-0000,256-672-6112,-86.26041,34.500675,,America/Chicago,N,,04/07/2022 00:00:00,N,,,Y,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #489,515 S Jefferson St  Ste B,Athens,AL,35611-3541,256-867-6687,-86.971662,34.798594,,America/Chicago,N,,02/04/1982 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #13406,110 Highway 15 N,Pontotoc,MS,38863,662-509-3902,-89.01711,34.250146,,America/Chicago,N,,06/15/2022 00:00:00,N,,,Y,0,Mississippi,Family Dollar,2024-06-05
FAMILY DOLLAR #12589,731 Ross Street,Heflin,AL,36264,256-463-1247,-85.58873,33.646797,,America/Chicago,N,,09/17/2020 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,Y,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #12565,14249 Al Highway 68,Crossville,AL,35962,256-529-4397,-85.987951,34.286159,,America/Chicago,N,,08/15/2020 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,Y,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #12723,188 Northside Drive,Newton,MS,39345,601-627-6043,-89.14307,32.333225,,America/Chicago,N,,08/26/2021 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,Y,0,Mississippi,Family Dollar,2024-06-05
FAMILY DOLLAR #12599,715 W State Highway 106,Georgiana,AL,36033,334-625-6520,-86.75566,31.648508,,America/Chicago,N,,09/10/2020 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,Y,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #11045,2715 University Drive Nw,Huntsville,AL,35816-3317,938-666-7657,-86.6086,34.735782,,America/Chicago,N,,01/08/2015 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #13733,16881 Highway 21 N,Sebastopol,MS,39359,769-240-0257,-89.342384,32.566372,,America/Chicago,N,,08/31/2023 00:00:00,N,,,N,0,Mississippi,Family Dollar,2024-06-05
FAMILY DOLLAR #13736,719 E Church Street,Booneville,MS,38829,662-596-1005,-88.553655,34.654253,,America/Chicago,N,,08/24/2023 00:00:00,N,,,Y,0,Mississippi,Family Dollar,2024-06-05
FAMILY DOLLAR #13507,185 S Alabama Ave,Monroeville,AL,36460-1811,251-302-5002,-87.32256,31.523672,,America/Chicago,N,,07/28/2022 00:00:00,N,,,Y,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #13536,11620 Highway 20,Florence,AL,35633-0000,256-978-6095,-87.810562,34.897908,,America/Chicago,N,,04/22/2023 00:00:00,N,,,Y,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #8175,208 W. Martin Luther King Hwy.,Tuskegee,AL,36083-2131,334-421-6035,-85.69268,32.422877,,America/Chicago,N,,11/05/2009 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #6724,3407 Pulaski Pike Nw,Huntsville,AL,35810-3254,938-666-7619,-86.617322,34.77039,,America/Chicago,N,,06/16/2005 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #12935,7198 Al Highway 207,Anderson,AL,35610,256-867-6168,-87.26869,34.92374,,America/Chicago,N,,04/28/2022 00:00:00,N,,,Y,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #404,405 Mastin Lake Road Nw,Huntsville,AL,35810,938-666-7659,-86.5785586,34.76231035,,America/Chicago,N,,04/03/1979 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #403,381 Haslam Street,Piedmont,AL,36272,256-447-5154,-85.60484151,33.93320673,,America/Chicago,N,,04/06/1979 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #1375,1127 College Ave,Jackson,AL,36545-2404,251-262-5226,-87.896465,31.523856,,America/Chicago,N,,01/14/1988 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #13202,116 S. Pontotoc Rd.,Bruce,MS,38915,662-703-4276,-89.3503,33.989883,,America/Chicago,N,,04/28/2022 00:00:00,N,,,Y,0,Mississippi,Family Dollar,2024-06-05
FAMILY DOLLAR #6736,2512 Winchester Pike Nw,Huntsville,AL,35810-1598,938-666-7620,-86.59892,34.79339,,America/Chicago,N,,07/28/2005 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #13762,7865 Hwy 43,Florence,AL,35634,256-246-8456,-87.527047,34.960038,,America/Chicago,N,,11/20/2023 00:00:00,N,,,Y,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #13172,15870 County Road 59,Woodland,AL,63280,938-526-0002,-85.397194,33.3736,,America/Chicago,N,,05/09/2022 00:00:00,N,,,Y,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #2800,329 Highway 12 East,Kosciusko,MS,39090-3420,662-290-9156,-89.584828,33.065538,,America/Chicago,N,,06/07/1996 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Mississippi,Family Dollar,2024-06-05
FAMILY DOLLAR #5934,904 S Lafayette St,Lafayette,AL,36862-2518,334-276-1019,-85.405171,32.881528,,America/Chicago,N,,05/20/2004 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #13706,500 Highway 16 West,Carthage,MS,39051,601-298-6330,-89.540191,32.732434,,America/Chicago,N,,04/17/2023 00:00:00,N,,,Y,0,Mississippi,Family Dollar,2024-06-05
FAMILY DOLLAR #2474,822 S Forest Av,Luverne,AL,36049-7016,334-508-7000,-86.264997,31.704364,,America/Chicago,N,,08/31/1994 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #379,419 Azalea Dr,Waynesboro,MS,39367-2624,601-755-5068,-88.65186,31.67206,,America/Chicago,N,,06/11/1981 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Mississippi,Family Dollar,2024-06-05
FAMILY DOLLAR #10317,601 N. Pine Avenue,Heidelberg,MS,39439,601-935-9000,-88.989309,31.892354,,America/Chicago,N,,03/21/2013 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Mississippi,Family Dollar,2024-06-05
FAMILY DOLLAR #8720,110 Baskin Street,Union Springs,AL,36089,334-777-0699,-85.71183242,32.14685076,,America/Chicago,N,,07/14/2011 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,Y,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #12777,450 W. Front Street,Evergreen,AL,36401-3279,251-369-4044,-86.96126,31.430065,,America/Chicago,N,,05/27/2021 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,Y,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #320,1420 2nd Avenue,Opelika,AL,36801,334-203-0266,-85.390224,32.643805,,America/Chicago,N,,08/24/1978 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #13422,3949 Al Highway 9,Cedar Bluff,AL,35959-5031,256-269-0502,-85.599431,34.219854,,America/Chicago,N,,01/19/2023 00:00:00,N,,,Y,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #13534,17150 Jordan Street,Chatom,AL,36518,251-319-6851,-88.252626,31.469,,America/Chicago,N,,10/27/2022 00:00:00,N,,,Y,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #13525,237 N. Woodland,Forest,MS,39074-3307,769-240-0049,-89.480331,32.366884,,America/Chicago,N,,11/10/2022 00:00:00,N,,,Y,0,Mississippi,Family Dollar,2024-06-05
FAMILY DOLLAR #13171,4200 Highway 15,Louin,MS,39338,601-778-6265,-89.26032,32.06513,,America/Chicago,N,,12/08/2022 00:00:00,N,,,Y,0,Mississippi,Family Dollar,2024-06-05
FAMILY DOLLAR #298,502 E Willow St,Scottsboro,AL,35768-1906,256-912-0832,-86.02869,34.673051,,America/Chicago,N,,03/02/1978 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #1161,144 Lovvorn Ave,Bowdon,GA,30108-1141,470-280-6741,-85.251892,33.540386,,America/New_York,N,,06/18/1987 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #12666,106 S Applegate Street,Winona,MS,38967,662-845-6011,-89.736465,33.481808,,America/Chicago,N,,01/21/2021 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Mississippi,Family Dollar,2024-06-05
FAMILY DOLLAR #13880,2300 Lee Road 112,Opelika,AL,36804,--,-85.3717,32.5437,,America/Chicago,N,,06/13/2024 00:00:00,Y,,,Y,,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #2053,119 Robertson Ave,Tallapoosa,GA,30176,470-329-0054,-85.289519,33.745035,,America/New_York,N,,04/29/1992 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #12766,34195 Highway 35,Vaiden,MS,39176,662-440-6000,-89.76431,33.332882,,America/Chicago,N,,10/03/2021 00:00:00,N,,,Y,0,Mississippi,Family Dollar,2024-06-05
FAMILY DOLLAR #12861,15818 South Highway 21,Uriah,AL,36480-0000,251-262-5534,-87.50255,31.303404,,America/Chicago,N,,02/17/2022 00:00:00,N,,,Y,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #13374,2040 East Shiloh Road,Corinth,MS,38834,662-594-6377,-88.497861,34.943764,,America/Chicago,N,,10/06/2022 00:00:00,N,,,Y,0,Mississippi,Family Dollar,2024-06-05
FAMILY DOLLAR #13424,315 South Front St,Sandersville,MS,39477,601-778-6262,-89.038481,31.782206,,America/Chicago,N,,01/05/2023 00:00:00,N,,,Y,0,Mississippi,Family Dollar,2024-06-05
FAMILY DOLLAR #569,403 N Gilmer Ave,Lanett,AL,36863-2053,334-203-0281,-85.187277,32.8703,,America/Chicago,N,,10/14/1982 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #2985,2760d Highway 15,Bay Springs,MS,39422,601-286-6393,-89.287654,31.972986,,America/Chicago,N,,05/30/1997 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Mississippi,Family Dollar,2024-06-05
FAMILY DOLLAR #13201,3 Kennedy St.,State Line,MS,39362,601-755-5087,-88.47318,31.435137,,America/Chicago,N,,08/11/2022 00:00:00,N,,,Y,0,Mississippi,Family Dollar,2024-06-05
FAMILY DOLLAR #10789,301a Us Highway 29,Valley,AL,36854,334-631-6012,-85.184089,32.797868,,America/Chicago,N,,10/23/2014 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #12957,17070 Oklahoma Street,Coffeeville,MS,38922,662-481-2096,-89.676956,33.97373,,America/Chicago,N,,06/02/2022 00:00:00,N,,,Y,0,Mississippi,Family Dollar,2024-06-05
FAMILY DOLLAR #1152,369 E Madison St,Durant,MS,39063-3713,662-639-4091,-89.853416,33.076236,,America/Chicago,N,,09/25/1986 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Mississippi,Family Dollar,2024-06-05
FAMILY DOLLAR #2732,291 E Court Sq,Franklin,GA,30217,770-809-7231,-85.097787,33.278189,,America/New_York,N,,02/16/1996 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #4089,Highway 43 North,Mcintosh,AL,36553,251-266-7658,-88.030734,31.26495,,America/Chicago,N,,05/25/2000 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #13720,2777 Huntsville Highway,Fayetteville,TN,37334,931-240-0767,-86.572237,35.073811,,America/Chicago,N,,02/04/2024 00:00:00,N,,,Y,0,Tennessee,Family Dollar,2024-06-05
FAMILY DOLLAR #8957,2290 Maple Street,Carrollton,GA,30117,770-809-7217,-85.115266,33.560892,,America/New_York,N,,08/16/2012 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #13423,5129 Highway 80,Morton,MS,39117,769-241-6231,-89.648637,32.35243,,America/Chicago,N,,01/19/2023 00:00:00,N,,,Y,0,Mississippi,Family Dollar,2024-06-05
FAMILY DOLLAR #5068,1815 Commerce St,Grenada,MS,38901-5106,662-294-5188,-89.810012,33.764397,,America/Chicago,N,,03/07/2002 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Mississippi,Family Dollar,2024-06-05
FAMILY DOLLAR #12720,409 Duncan Street,Water Valley,MS,38965,662-715-6071,-89.63225,34.152805,,America/Chicago,N,,06/10/2021 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,Y,0,Mississippi,Family Dollar,2024-06-05
FAMILY DOLLAR #13230,1172 Highway 15,Stringer,MS,39481,956-614-6010,-89.267044,31.868124,,America/Chicago,N,,12/08/2022 00:00:00,N,,,Y,0,Mississippi,Family Dollar,2024-06-05
FAMILY DOLLAR #10222,100 N Dr. Mlk Jr. Blvd.,Grenada,MS,38901,662-520-5000,-89.809584,33.7849,,America/Chicago,N,,05/23/2013 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Mississippi,Family Dollar,2024-06-05
FAMILY DOLLAR #276,727 S. Main Street,Cedartown,GA,30125,470-999-3164,-85.25456006,34.00715596,,America/New_York,N,,08/25/1977 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #13437,16996 Broad Street,Henagar,AL,35978-0000,256-868-5001,-85.742725,34.633773,,America/Chicago,N,,04/07/2023 00:00:00,N,,,Y,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #229,430 N Park St,Carrollton,GA,30117-3035,770-809-7218,-85.07881,33.584439,,America/New_York,N,,12/04/1975 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #12291,9563 Main St.,Goodman,MS,39079,662-735-7011,-89.91244324,32.97138652,,America/Chicago,N,,02/28/2019 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Mississippi,Family Dollar,2024-06-05
FAMILY DOLLAR #4899,515 Bankhead Hwy,Carrollton,GA,30117-2446,470-729-1326,-85.058665,33.584932,,America/New_York,N,,11/08/2001 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #620,527 S Greenwood St,La Grange,GA,30240-3125,762-888-1130,-85.034764,33.032893,,America/New_York,N,,02/28/1985 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #1628,304 Mason Street,Laurel,MS,39440,601-335-8766,-89.13898,31.693233,,America/Chicago,N,,06/01/1989 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Mississippi,Family Dollar,2024-06-05
FAMILY DOLLAR #13853,1020 Highway 15 South,Laurel,MS,39443,601-651-3318,-89.105342,31.652767,,America/Chicago,N,,03/21/2024 00:00:00,N,,,Y,0,Mississippi,Family Dollar,2024-06-05
FAMILY DOLLAR #6189,916 Hogansville Rd (U. S. High,Lagrange,GA,30241-1412,762-888-1131,-85.013428,33.047657,,America/New_York,N,,04/22/2004 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #198,511 College St W,Fayetteville,TN,37334-2915,931-557-4256,-86.576667,35.153532,,America/Chicago,N,,06/03/1982 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Tennessee,Family Dollar,2024-06-05
FAMILY DOLLAR #10026,806 S 16th Avenue,Laurel,MS,39440,601-778-6086,-89.14733775,31.67878096,,America/Chicago,N,,08/03/2013 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Mississippi,Family Dollar,2024-06-05
FAMILY DOLLAR #12170,202 White  Oak,Raleigh,MS,39153,601-675-6428,-89.52421,32.03815,,America/Chicago,N,,08/02/2018 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Mississippi,Family Dollar,2024-06-05
FAMILY DOLLAR #13492,28191 Highway 15,Walnut,MS,38683,662-223-3402,-88.903317,34.945755,,America/Chicago,N,,11/10/2022 00:00:00,N,,,Y,0,Mississippi,Family Dollar,2024-06-05
FAMILY DOLLAR #779,2007 Wayne Rd,Savannah,TN,38372-2235,731-400-6089,-88.230707,35.226004,,America/Chicago,N,,04/05/1984 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Tennessee,Family Dollar,2024-06-05
FAMILY DOLLAR #13586,21 Bartley Rd,Lagrange,GA,30241,706-350-1754,-84.991994,32.979375,,America/New_York,N,,04/19/2024 00:00:00,N,,,Y,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #12746,19996 Us Highway 117,Ider,AL,35981-0000,256-465-0045,-85.66952,34.698273,,America/Chicago,N,,04/19/2022 00:00:00,N,,,Y,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #12931,12 Silver Run Dr,Seale,AL,36875-0000,334-214-1039,-85.16646,32.327827,,America/Chicago,N,,05/19/2022 00:00:00,N,,,Y,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #6125,3926 Us Hwy 80 W,Phenix City,AL,36869,334-592-2034,-85.094173,32.470947,,America/Chicago,N,,08/28/2004 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #658,327 Depot St,Lexington,MS,39095-3606,662-450-4518,-90.044578,33.110585,,America/Chicago,N,,10/13/1983 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Mississippi,Family Dollar,2024-06-05
FAMILY DOLLAR #12986,169 Ripley Ave,Ashland,MS,38603,662-504-6005,-89.18623,34.833736,,America/Chicago,N,,04/02/2022 00:00:00,N,,,Y,0,Mississippi,Family Dollar,2024-06-05
FAMILY DOLLAR #13173,200 Mayfield Street,Taylorsville,MS,39168,769-248-0005,-89.43321,31.830334,,America/Chicago,N,,05/05/2022 00:00:00,N,,,Y,0,Mississippi,Family Dollar,2024-06-05
FAMILY DOLLAR #10798,306 E. Main Street,Adamsville,TN,38310-2318,731-315-4022,-88.385568,35.235987,,America/Chicago,N,,10/10/2013 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Tennessee,Family Dollar,2024-06-05
FAMILY DOLLAR #660,85 Park Avenue,Lindale,GA,30147,706-528-9354,-85.1744235,34.18743081,,America/New_York,N,,09/15/1983 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #3309,104 Adam St,Stevenson,AL,35772-3769,256-663-6002,-85.81656231,34.86889882,,America/Chicago,N,,07/16/1998 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Alabama,Family Dollar,2024-06-05
FAMILY DOLLAR #283,1922 Shorter Avenue Nw,Rome,GA,30165-2141,706-528-9164,-85.21830238,34.27049902,,America/New_York,N,,11/17/1977 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #2002,623 Hill St,Ellisville,MS,39437-2413,601-817-5071,-89.201609,31.608997,,America/Chicago,N,,03/18/1992 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Mississippi,Family Dollar,2024-06-05
