location_name,location_number,street,city,state_name,zip,phone,latitude,longitude,open_date,state,brand,updated
Reynoldsburg,1760,2439 Taylor Square Drive,Reynoldsburg,Ohio,430689500,6148630106,39.935089,-82.788539,2008-04-21,OH,Olive Garden,2024-03-30
Hilliard,4457,5450 Renner Rd,Columbus,Ohio,432288962,6148500001,39.982,-83.14793,2013-03-18,OH,Olive Garden,2024-03-30
Columbus - N Hamilton Rd,1820,4860 N. Hamilton Rd.,Columbus,Ohio,432301756,6148554761,40.05692159,-82.86272056,1987-03-16,OH,Olive Garden,2024-03-30
Columbus - Sawmill Rd,1129,7160 Sawmill Road,Columbus,Ohio,432351943,6147928181,40.110628,-83.089909,1988-11-14,OH,Olive Garden,2024-03-30
Columbus - Polaris Mall,1575,1250 Polaris Parkway,Columbus,Ohio,432402036,6148850080,40.142515,-82.986232,2002-10-21,OH,Olive Garden,2024-03-30
Heath,1481,898 Hebron Rd.,Heath,Ohio,430561170,7405228274,40.027073,-82.443927,1995-05-22,OH,Olive Garden,2024-03-30
Springfield OH - N Bechtle Ave,1750,1630 North Bechtle Ave,Springfield,Ohio,455041572,9373234566,39.946389,-83.833108,2007-11-05,OH,Olive Garden,2024-03-30
Cookeville,1762,1300 Interstate Drive,Cookeville,Tennessee,385014129,9315203340,36.137563,-85.507299,2008-06-02,TN,Olive Garden,2024-03-30
Worcester,1868,7 Tobias Boland Way,Worcester,Massachusetts,016072103,5087555268,42.232036,-71.788735,2011-01-17,MA,Olive Garden,2024-03-30
Warwick,1260,31 Universal Blvd,Warwick,Rhode Island,028864239,4018217322,41.702919,-71.495814,1991-04-29,RI,Olive Garden,2024-03-30
Portland - Mall 205,1608,9830 SE Washington Street,Portland,Oregon,972162420,5032580763,45.518119,-122.561927,2004-05-03,OR,Olive Garden,2024-03-30
Vancouver Mall,1131,8101 NE Parkway Dr,Vancouver,Washington,986627911,3602568174,45.655577,-122.58922,1988-10-24,WA,Olive Garden,2024-03-30
Vancouver - Columbia Tech Center,1780,16405 SE Mill Plain Blvd,Vancouver,Washington,986849621,3602564051,45.614806,-122.50378,2008-10-13,WA,Olive Garden,2024-03-30
Gresham Village,1351,2330 SE Burnside Rd,Gresham,Oregon,970808056,5036693600,45.497204,-122.409595,1992-10-19,OR,Olive Garden,2024-03-30
Douglasville - Arbor Place Mall,1531,6710 Douglas Blvd,Douglasville,Georgia,301351599,7705775858,33.728895,-84.750014,2000-05-01,GA,Olive Garden,2024-03-30
Jacksonville - Avenues Mall,1272,10144 Philips Hwy,Jacksonville,Florida,322561328,9042924845,30.181755,-81.556061,1991-08-12,FL,Olive Garden,2024-03-30
Jacksonville - Orange Park,1191,6050 Youngerman Circle,Jacksonville,Florida,322445733,9047779827,30.193465,-81.740831,1990-04-30,FL,Olive Garden,2024-03-30
Jacksonville at Regency,4489,9465 Atlantic Blvd,Jacksonville,Florida,322258220,9047202110,30.32082755,-81.55245166,1990-01-29,FL,Olive Garden,2024-03-30
Palm Coast,5802,5294 E Highway 100,Palm Coast,Florida,321642912,3865862924,29.47621,-81.21322,2011-03-07,FL,Olive Garden,2024-03-30
Jacksonville - River City Market Place,1816,13040 City Station Drive,Jacksonville,Florida,322187224,9046969502,30.47388,-81.64435,2009-10-05,FL,Olive Garden,2024-03-30
Daytona Beach,4460,1780 W. International Speedway Blvd.,Daytona Beach,Florida,321141304,3862550019,29.19385092,-81.06585194,1984-12-27,FL,Olive Garden,2024-03-30
Port Orange - The Pavillion,1814,5447 S Williamson Blvd.,Port Orange,Florida,321287399,3867889825,29.10937317,-81.03529572,2010-03-08,FL,Olive Garden,2024-03-30
Macon,6411,4950 Riverside Drive,Macon,Georgia,31210,4784770008,32.92580608,-83.71298458,1988-07-11,GA,Olive Garden,2024-03-30
Humble - Deer Brook Mall,1047,9632 FM 1960,Humble,Texas,773384039,2814461692,30.00429,-95.278068,1987-01-26,TX,Olive Garden,2024-03-30
Winter Park Village,1275,665 N Orlando Avenue,Winter Park,Florida,327892917,4077407117,28.60301,-81.365429,1991-07-01,FL,Olive Garden,2024-03-30
Orlando - Millenia Mall,1614,4101 Conroy Road,Orlando,Florida,328392407,4073458331,28.488241,-81.42829,2003-11-03,FL,Olive Garden,2024-03-30
Orlando - Fashion Square,6412,3111 E. Colonial Dr,Orlando,Florida,328035107,4078952932,28.55385106,-81.34257161,1984-05-29,FL,Olive Garden,2024-03-30
Las Vegas - Decatur,1193,1361 S. Decatur Blvd,Las Vegas,Nevada,891025517,7022583453,36.154845,-115.207349,1990-03-26,NV,Olive Garden,2024-03-30
Las Vegas - Showcase Mall,6448,3767 S Las Vegas Blvd,Las Vegas,Nevada,891094380,7022733227,36.10469201,-115.17240607,2021-08-30,NV,Olive Garden,2024-03-30
Las Vegas - Flamingo Road,1014,1545 E Flamingo Road,Las Vegas,Nevada,891195277,7027350082,36.114062,-115.132238,1986-03-31,NV,Olive Garden,2024-03-30
Las Vegas - Cheyenne Ave,1363,6850 W. Cheyenne Ave.,Las Vegas,Nevada,891084590,7026582144,36.218763,-115.244406,1992-12-14,NV,Olive Garden,2024-03-30
Las Vegas - Nellis Blvd,1440,80 N. Nellis Blvd.,Las Vegas,Nevada,891105301,7024380082,36.160539,-115.061705,1994-03-07,NV,Olive Garden,2024-03-30
North Las Vegas - Craig Rd.,6478,1250 E Craig Road,North Las Vegas,Nevada,890303207,7252409381,36.240189,-115.126046,2023-05-08,NV,Olive Garden,2024-03-30
Henderson,1478,4400 E. Sunset Rd.,Henderson,Nevada,890142237,7024515133,36.071437,-115.077245,1995-02-20,NV,Olive Garden,2024-03-30
Summerlin - W Charleston Blvd & I-215,1621,10800 West Charleston Blvd,Las Vegas,Nevada,891351102,7023418190,36.159642,-115.331432,2004-05-17,NV,Olive Garden,2024-03-30
Centennial Hills,4462,6191 Centennial Center Blvd,Las Vegas,Nevada,891494573,7026451557,36.27277547,-115.26650981,2013-05-13,NV,Olive Garden,2024-03-30
St. George,1725,1340 East 170 South St.,Saint George,Utah,847903016,4356568940,37.104742,-113.555016,2007-03-05,UT,Olive Garden,2024-03-30
Fort Worth - Alliance Town Center,1846,9333 Rain Lily Trail,Fort Worth,Texas,761777631,8177500800,32.90816,-97.3161,2010-08-16,TX,Olive Garden,2024-03-30
Fort Worth - Tanger Outlets,6423,15885 North Freeway,Fort Worth,Texas,761773312,6828311310,33.02228,-97.27886,2019-04-29,TX,Olive Garden,2024-03-30
Corpus Christi - La Palmera Mall,1165,5258 S Padre Island Drive,Corpus Christi,Texas,784114102,3619924742,27.711751,-97.376106,1989-07-03,TX,Olive Garden,2024-03-30
Victoria,1694,7609 NE Zac Lentz Parkway,Victoria,Texas,779041553,3615786996,28.862212,-96.99849,2007-01-15,TX,Olive Garden,2024-03-30
Harlingen - Valle Vista Mall,1356,1802 W Lincoln St,Harlingen,Texas,785525900,9564287381,26.182129,-97.715748,1992-10-19,TX,Olive Garden,2024-03-30
Weslaco - Valley Crossing,1877,801 East Expressway 83,Weslaco,Texas,785994522,9569682170,26.173649,-97.983631,2011-05-02,TX,Olive Garden,2024-03-30
North McAllen - North 10th and Trenton,1720,7812 N. 10th Street,McAllen,Texas,785047717,9566189886,26.27373,-98.217455,2007-04-23,TX,Olive Garden,2024-03-30
San Juan,6488,1403 E IH-2,San Juan,Texas,785895201,9564033601,26.1925811908983,-98.1367346411774,2023-04-03,TX,Olive Garden,2024-03-30
South McAllen - Expressway 83,1265,222 Expressway 83,McAllen,Texas,785012951,9566181188,26.189489,-98.226174,1991-04-29,TX,Olive Garden,2024-03-30
Brownsville,6408,3807 N Expressway 77/83,Brownsville,Texas,785204475,9563508607,25.95754891,-97.50828997,2017-11-20,TX,Olive Garden,2024-03-30
Mission TX - Bryan Road & I-2,6508,1405 E Expressway 83,Mission,Texas,78572,0,26.19969,-98.310638,2024-07-22,TX,Olive Garden,2024-03-30
Laredo - Mall Del Norte,1624,5319 San Dario Ave,Laredo,Texas,780413043,9567960480,27.552963,-99.50282035,2004-03-08,TX,Olive Garden,2024-03-30
Albuquerque - Juan Tabo Blvd,1121,601 Juan Tabo Boulevard NE,Albuquerque,New Mexico,871231466,5052759948,35.078767,-106.515772,1988-11-21,NM,Olive Garden,2024-03-30
Albuquerque - San Mateo Blvd,1118,6301 San Mateo Blvd,Albuquerque,New Mexico,871093524,5058818425,35.14732,-106.588868,1988-10-24,NM,Olive Garden,2024-03-30
Albuquerque - Coors Blvd Bypass,1602,10500 Coors Blvd By-Pass NW,Albuquerque,New Mexico,871144958,5059226422,35.208075,-106.657515,2003-05-19,NM,Olive Garden,2024-03-30
Santa Fe,1609,3781 Cerrillos Rd,Santa Fe,New Mexico,875072910,5054387109,35.644156,-106.010433,2003-11-17,NM,Olive Garden,2024-03-30
Waxahachie,1738,1302 N. Hwy 77,Waxahachie,Texas,751655116,9729379496,32.421482,-96.83929,2007-11-19,TX,Olive Garden,2024-03-30
Alcoa,1844,244 Hamilton Crossing Dr,Alcoa,Tennessee,377012262,8653790224,35.76768172,-83.98670496,2010-05-17,TN,Olive Garden,2024-03-30
Knoxville - Turkey Creek,1597,10923 Parkside Drive,Knoxville,Tennessee,379341959,8659664392,35.903483,-84.148024,2002-12-16,TN,Olive Garden,2024-03-30
Idaho Falls,1705,1305 West Broadway St,Idaho Falls,Idaho,834023346,2082270545,43.495381,-112.052846,2006-12-04,ID,Olive Garden,2024-03-30
Chubbuck - Pine Ridge Mall,6472,4105 Yellowstone Ave,Chubbuck,Idaho,832022421,2082445812,42.91203,-112.46309,2023-01-23,ID,Olive Garden,2024-03-30
Logan - Cache Valley Mall,1632,1220 Main Street,Logan,Utah,843416838,4357526120,41.754079,-111.833988,2004-02-16,UT,Olive Garden,2024-03-30
Twin Falls - Magic Valley Mall,6422,1597 Pole Line Road East,Twin Falls,Idaho,833013590,2087355201,42.59226278,-114.45465359,2019-01-21,ID,Olive Garden,2024-03-30
New Braunfels,1698,1354 N Interstate 35 Frontage Rd,New Braunfels,Texas,781302815,8306268001,29.70279,-98.090771,2006-09-25,TX,Olive Garden,2024-03-30
Wilkes Barre,1544,561 Arena Hub Plaza,Wilkes Barre,Pennsylvania,187026840,5708259125,41.243092,-75.840605,2001-02-26,PA,Olive Garden,2024-03-30
Horseheads,1452,3288 Chambers Rd S.,Horseheads,New York,148451407,6077965228,42.158602,-76.87757,1994-05-23,NY,Olive Garden,2024-03-30
Scranton,1538,1500 Scranton-Carbondale Hwy,Scranton,Pennsylvania,185081136,5704897340,41.47001,-75.637171,2001-03-19,PA,Olive Garden,2024-03-30
Vestal,1167,1112 Vestal Pkwy E,Vestal,New York,138501750,6077485840,42.091195,-76.031601,1989-07-03,NY,Olive Garden,2024-03-30
Sherman Town Center,1728,3701 N Hwy 75,Sherman,Texas,750902576,9038921794,33.676286,-96.607796,2008-02-18,TX,Olive Garden,2024-03-30
McKinney,1573,1700 North Central Expressway,McKinney,Texas,750703114,9725480317,33.21434,-96.636009,2002-10-07,TX,Olive Garden,2024-03-30
Prosper,6424,1161 S Preston Road,Prosper,Texas,750785112,9724331021,33.22168398,-96.79884799,2019-05-20,TX,Olive Garden,2024-03-30
Allen - The Village,1788,190 East Stacy Road,Allen,Texas,750028760,9726782515,33.126486,-96.661095,2009-01-12,TX,Olive Garden,2024-03-30
Frisco - Stonebriar Mall,1545,2886 Preston Road,Frisco,Texas,750349437,4696330406,33.102396,-96.804774,2001-06-25,TX,Olive Garden,2024-03-30
Denton - Golden Triangle Mall,1611,2809 I-35E South,Denton,Texas,762105043,9403812549,33.18286,-97.101702,2003-06-09,TX,Olive Garden,2024-03-30
Plaza at Rockwall,4425,1043 E Interstate 30,Rockwall,Texas,750874826,9727220425,32.90579258,-96.4517661,2012-04-23,TX,Olive Garden,2024-03-30
Lubbock - South Plains Mall,1218,5702 Slide Road,Lubbock,Texas,794144106,8067913575,33.54181,-101.923203,1990-05-14,TX,Olive Garden,2024-03-30
Homestead Pavillion,1802,2575 NE 8th Street,Homestead,Florida,330335333,3052451450,25.478361,-80.440849,2009-06-29,FL,Olive Garden,2024-03-30
"Spring, Texas - Grand Parkway Marketplace",6420,6955 N Grand Parkway West,Spring,Texas,773891801,8327177419,30.08658478,-95.52587717,2018-11-19,TX,Olive Garden,2024-03-30
Spring Texas - Woodlands Mall,1503,26715 Interstate 45 N.,Spring,Texas,773801901,2813631288,30.150234,-95.449284,1995-09-11,TX,Olive Garden,2024-03-30
New Caney,6429,21638 US Hwy 59,New Caney,Texas,773575086,2813541042,30.13160065,-95.22990773,2019-05-20,TX,Olive Garden,2024-03-30
Bradenton,1027,4420 West 14th Street,Bradenton,Florida,342071425,9417562370,27.461317,-82.575824,1986-11-03,FL,Olive Garden,2024-03-30
Wichita Square,1064,3916 Kemp Boulevard,Wichita Falls,Texas,763082119,9406924714,33.871846,-98.53542,1987-05-25,TX,Olive Garden,2024-03-30
Fort Collins,1376,3905 S. College Ave.,Fort Collins,Colorado,805253014,9702253803,40.532979,-105.077546,1993-02-08,CO,Olive Garden,2024-03-30
Cheyenne - Frontier Mall,1716,1536 Dell Range Blvd,Cheyenne,Wyoming,820094828,3076322411,41.16065981,-104.80516003,2007-12-10,WY,Olive Garden,2024-03-30
Visalia - Packwood Creek,1630,4110 South Mooney Blvd,Visalia,California,932779144,5597389734,36.292823,-119.313038,2004-03-15,CA,Olive Garden,2024-03-30
Michigan City - Franklin Street,1810,4441 S. Franklin St,Michigan City,Indiana,463607396,2198796830,41.67027,-86.895016,2009-07-13,IN,Olive Garden,2024-03-30
Orlando - Florida Mall,1084,1555 Sand Lake Road,Orlando,Florida,328097080,4078510344,28.451115,-81.399423,1988-02-08,FL,Olive Garden,2024-03-30
Orlando - International Drive,1547,8984 International Dr,Orlando,Florida,328199321,4072640420,28.437118,-81.473252,1982-12-13,FL,Olive Garden,2024-03-30
Anahuac,10016,Plaza Fiesta Anahuác,Nuevo León,N/A,66457,8183325723,25.744532,-100.312139,2017-02-06,,Olive Garden,2024-03-30
Aiken - Whiskey Rd,6490,2265 Whiskey Rd,Aiken,South Carolina,298036140,8032624033,33.51297,-81.715,2023-10-09,SC,Olive Garden,2024-03-30
Augusta GA - River Watch Parkway,6487,804 Cabela Drive,Augusta,Georgia,309098201,7066192708,33.52273,-82.02326,1988-07-18,GA,Olive Garden,2024-03-30
Spartanburg,1710,1498 W.O. Ezell Blvd,Spartanburg,South Carolina,293011553,8645954885,34.937413,-81.986566,2007-03-19,SC,Olive Garden,2024-03-30
Anderson - Clemson Boulevard,1634,200 Station Drive,Anderson,South Carolina,296211187,8642229060,34.559622,-82.692239,2004-03-29,SC,Olive Garden,2024-03-30
Greenville - Cherrydale,1700,3290 N. Pleasantburg Drive,Greenville,South Carolina,296092925,8642717756,34.891737,-82.40251,2006-12-11,SC,Olive Garden,2024-03-30
Greenville - Laurens Road,1207,2695 Laurens Road,Greenville,South Carolina,296073817,8642340430,34.819808,-82.340172,1990-05-07,SC,Olive Garden,2024-03-30
Omaha - Dodge St,1302,7505 Dodge Street,Omaha,Nebraska,681143632,4023938404,41.259243,-96.028888,1991-10-28,NE,Olive Garden,2024-03-30
Papillion - Shadow Lake Towne Center,6460,7506 Olson Dr,Papillion,Nebraska,680464801,5312727199,41.1374,-96.02688,2022-02-21,NE,Olive Garden,2024-03-30
Omaha Lakeside,1586,16929 Lakeside Hills Plaza,Omaha,Nebraska,681302434,4023334002,41.234637,-96.178594,2002-10-07,NE,Olive Garden,2024-03-30
Council Bluffs - Metro Crossing,1856,3707 Denmark Drive,Council Bluffs,Iowa,515017704,7123660688,41.22251,-95.83605,2010-10-25,IA,Olive Garden,2024-03-30
Lincoln - Gateway Mall,1432,90 Gateway,Lincoln,Nebraska,68505,4024641910,40.814464,-96.638406,1993-12-13,NE,Olive Garden,2024-03-30
Sioux City - Lakeport Commons,1711,4930 Sergeant Road,Sioux City,Iowa,511064731,7122660766,42.444687,-96.342501,2006-12-11,IA,Olive Garden,2024-03-30
Grand Island,4416,1010 Allen Drive,Grand Island,Nebraska,688033307,3083841277,40.928468,-98.382586,2012-06-25,NE,Olive Garden,2024-03-30
Fargo - West Acres Mall,1188,4339 13th Avenue SW,Fargo,North Dakota,581033330,7012771241,46.862368,-96.857412,1989-12-11,ND,Olive Garden,2024-03-30
Grand Forks ND - Columbia Mall,4401,3160 32nd Ave South,Grand Forks,North Dakota,582016020,7017462038,47.89024484,-97.07229713,2012-01-23,ND,Olive Garden,2024-03-30
Pittsburgh - Robinson Town Center,1589,6000 Robinson Center Drive,Pittsburgh,Pennsylvania,152054859,4127881090,40.450373,-80.161522,2003-02-10,PA,Olive Garden,2024-03-30
Washington,4447,371 Washington Road,Washington,Pennsylvania,153012701,7242251723,40.18834726,-80.22005091,2012-12-10,PA,Olive Garden,2024-03-30
Triadelphia,1755,510 Cabela Drive,Triadelphia,West Virginia,260591044,3045471394,40.055151,-80.60155,2007-12-17,WV,Olive Garden,2024-03-30
Pittsburgh - Greentree,1163,971 Greentree Road,Pittsburgh,Pennsylvania,152203303,4129227200,40.419827,-80.045719,1990-01-29,PA,Olive Garden,2024-03-30
Bethel Park - Village Square Shopping Center,1345,6000 Oxford Drive,Bethel Park,Pennsylvania,151021826,4128356353,40.347948,-80.050186,1992-09-14,PA,Olive Garden,2024-03-30
McIntyre Square Shopping Center,1309,40 McIntyre Square Drive,Pittsburgh,Pennsylvania,152377301,4123699686,40.553243,-80.0194,1991-12-09,PA,Olive Garden,2024-03-30
Pleasant Hills - Southland Center,1157,527 Clairton Boulevard,Pleasant Hills,Pennsylvania,152363809,4126535897,40.332931,-79.945668,1990-04-30,PA,Olive Garden,2024-03-30
Monroeville Mall,1148,260 Mall Boulevard,Monroeville,Pennsylvania,151462212,4123725017,40.434082,-79.786913,1989-04-24,PA,Olive Garden,2024-03-30
Tarentum - Pittsburgh Mills Mall,1675,1010 Pittsburgh Mills Blvd,Tarentum,Pennsylvania,150843842,7242757564,40.57009814,-79.79872495,2006-02-20,PA,Olive Garden,2024-03-30
Tyler - Broadway Crossing,1437,5520 S. Broadway Ave.,Tyler,Texas,757034347,9035093363,32.288455,-95.302836,1994-01-17,TX,Olive Garden,2024-03-30
Longview,1332,104 W Loop 281,Longview,Texas,756054652,9032360141,32.54111,-94.747281,1993-02-22,TX,Olive Garden,2024-03-30
Terrell,6444,204 Spur 557,Terrell,Texas,751609349,9725517027,32.721169,-96.323603,2020-08-17,TX,Olive Garden,2024-03-30
Mesquite,1037,3816 Towne Crossing Blvd,Mesquite,Texas,751506124,9722701582,32.81703,-96.630258,1987-07-20,TX,Olive Garden,2024-03-30
Wellington Mall,1576,10280 Forest Hill Blvd,Wellington,Florida,334149332,5617987979,26.650446,-80.209188,2003-10-13,FL,Olive Garden,2024-03-30
Greenacres,1134,5801 Lake Worth Road,Lake Worth,Florida,334633209,5616410900,26.619555,-80.134754,1989-02-14,FL,Olive Garden,2024-03-30
Boynton Beach - Promenade Shops,1433,1001 N. Congress Ave.,Boynton Beach,Florida,334263306,5617374546,26.536085,-80.091165,1994-01-24,FL,Olive Garden,2024-03-30
Sioux Falls,1350,3121 West 41st Street,Sioux Falls,South Dakota,571054258,6053330290,43.514061,-96.76485,1992-09-07,SD,Olive Garden,2024-03-30
El Centro,4450,504 E Danenberg Drive,El Centro,California,922438510,7603371952,32.76739936,-115.5344429,2013-02-04,CA,Olive Garden,2024-03-30
Palm Desert - Las Sombras Center,1313,72225 Highway 111,Palm Desert,California,922602744,7607732776,33.72986,-116.4043,1992-01-27,CA,Olive Garden,2024-03-30
Santee Trolley Square,1581,9800 Mission Gorge Rd,Santee,California,920713834,6195621622,32.839097,-116.983027,2003-03-10,CA,Olive Garden,2024-03-30
Escondido,1357,1107 W. Valley Parkway,Escondido,California,920252555,7607379285,33.115535,-117.097665,1993-04-26,CA,Olive Garden,2024-03-30
San Diego - Carmel Mountain,1369,11555 Carmel Mountain Rd,San Diego,California,921284617,8584859873,32.978522,-117.082437,1993-03-08,CA,Olive Garden,2024-03-30
La Mesa,1301,5500 Grossmont Center Drive,La Mesa,California,919423010,6194607221,32.777022,-117.013572,1991-12-02,CA,Olive Garden,2024-03-30
Chula Vista Center,1205,585 I Street,Chula Vista,California,919105317,6194981717,32.628204,-117.087333,1990-07-09,CA,Olive Garden,2024-03-30
San Diego - Sports Arena,1358,3215 Sports Arena Blvd,San Diego,California,921104529,6192262124,32.752364,-117.207218,1992-12-07,CA,Olive Garden,2024-03-30
Carlsbad - Camino Real Mall,1120,1884 Marron Rd,Carlsbad,California,920081172,7604341016,33.176752,-117.337479,1988-12-19,CA,Olive Garden,2024-03-30
Palmdale - Antelope Valley Mall,1286,1051 W Rancho Vista Blvd,Palmdale,California,935513961,6612667927,34.606065,-118.14978,1992-08-03,CA,Olive Garden,2024-03-30
Hyannis,1523,1095 Iyannough Rd,Hyannis,Massachusetts,026011830,5087759896,41.672635,-70.305667,1997-11-17,MA,Olive Garden,2024-03-30
Dartmouth Mall,1419,80 North Dartmouth Mall,North Dartmouth,Massachusetts,027474208,5089943289,41.640618,-70.99408,1993-10-25,MA,Olive Garden,2024-03-30
South Attleboro,1436,1240 Newport Ave.,South Attleboro,Massachusetts,027038032,5083998434,41.900251,-71.354262,1994-03-07,MA,Olive Garden,2024-03-30
Derby,4406,1718 N Rock Road,Derby,Kansas,670373727,3167881501,37.56480582,-97.24344849,2012-01-09,KS,Olive Garden,2024-03-30
Prescott,1645,3060 Highway 69,Prescott,Arizona,86301,9285419194,34.552079,-112.408223,2005-10-03,AZ,Olive Garden,2024-03-30
San Antonio - Dove Creek,6467,423 W Loop 1604 S,San Antonio,Texas,782453993,2102475271,29.427074,-98.712188,2022-05-30,TX,Olive Garden,2024-03-30
Brunswick,5808,600 Glynn Isles,Brunswick,Georgia,315252934,9122679896,31.2034708,-81.48273821,2012-06-18,GA,Olive Garden,2024-03-30
Statesboro,1837,201 Henry Blvd,Statesboro,Georgia,304582707,9127646688,32.42819,-81.75874,2010-03-15,GA,Olive Garden,2024-03-30
Southern Pines,1811,10572 S. US 15/501,Southern Pines,North Carolina,28387,9102465201,35.169224,-79.425026,2009-08-10,NC,Olive Garden,2024-03-30
Missouri City TX - Fort Bend Town Center,6482,10327 Highway 6,Missouri City,Texas,774594747,2813105076,29.532347,-95.50906,2023-04-10,TX,Olive Garden,2024-03-30
Sugar Land,1838,5005 Sweetwater Blvd.,Sugar Land,Texas,774793464,2814910478,29.58756349,-95.63401774,2010-04-26,TX,Olive Garden,2024-03-30
Casper,1828,5070 East 2nd Street,Casper,Wyoming,826094200,3072346105,42.8480193,-106.25468992,2010-01-11,WY,Olive Garden,2024-03-30
Wausau,1864,3650 Rib Mountain Drive,Wausau,Wisconsin,544017493,7153555276,44.923901,-89.653697,2010-12-06,WI,Olive Garden,2024-03-30
Bakersfield,1068,1701 New Stine Road,Bakersfield,California,933093614,6618321278,35.339199,-119.06168,1987-05-25,CA,Olive Garden,2024-03-30
San Luis Obispo,1888,11966 Los Osos Valley Road,San Luis Obispo,California,934056861,8057850306,35.252517,-120.686983,2012-04-02,CA,Olive Garden,2024-03-30
Santa Maria,1404,1210 S. Bradley Rd.,Santa Maria,California,934546334,8059228809,34.93899,-120.418733,1993-08-09,CA,Olive Garden,2024-03-30
Mansfield - Ontario,1390,558 N Lexington Springmill Rd,Mansfield,Ohio,449063821,4195295070,40.766676,-82.589694,1993-05-17,OH,Olive Garden,2024-03-30
Jackson near I-55 N,1508,6347 I-55 North,Jackson,Mississippi,392139742,6019783407,32.396645,-90.14673,1996-03-25,MS,Olive Garden,2024-03-30
Clarksville - Wilma Rudolph Blvd,1343,2782 Wilma Rudolph Blvd,Clarksville,Tennessee,370405897,9315522585,36.585404,-87.295866,1992-08-03,TN,Olive Garden,2024-03-30
Yuma,1671,1720 E. 16th Street,Yuma,Arizona,853652107,9283298180,32.69904,-114.60269,2005-12-05,AZ,Olive Garden,2024-03-30
Morehead City,1848,5152 Highway 70,Morehead City,North Carolina,285574504,2522400250,34.738202,-76.805797,2010-07-19,NC,Olive Garden,2024-03-30
West Bountiful,6449,27 North 500 West,West Bountiful,Utah,840107029,8012925611,40.88966374,-111.89257068,2020-12-09,UT,Olive Garden,2024-03-30
Salt Lake City - Sugarhouse,1306,2272 S 1300th East,Salt Lake City,Utah,841062831,8014861773,40.721522,-111.854279,1992-02-17,UT,Olive Garden,2024-03-30
West Valley - Valley Fair Mall,1801,3515 Constitution Blvd,West Valley,Utah,841196079,8019551034,40.696259,-111.957429,2009-03-16,UT,Olive Garden,2024-03-30
Murray - Fashion Place Mall,1190,6305 South State St,Murray,Utah,841077207,8012698138,40.634229,-111.888657,1990-01-15,UT,Olive Garden,2024-03-30
Layton Hills Mall,1206,675 N Ring Rd,Layton,Utah,840414879,8015461447,41.076037,-111.976742,1990-05-07,UT,Olive Garden,2024-03-30
Sandy - South Towne Mall,1565,10540 South State Rd,Sandy,Utah,840704109,8015236148,40.559949,-111.891252,2002-01-28,UT,Olive Garden,2024-03-30
South Jordan,1815,11364 S River Heights Drive,South Jordan,Utah,840955131,8017277880,40.544589,-111.983546,2009-08-31,UT,Olive Garden,2024-03-30
Riverdale Road,1595,4079 Riverdale Road,Riverdale,Utah,844051517,8016277077,41.189843,-111.982927,2003-02-17,UT,Olive Garden,2024-03-30
Saratoga Springs,6464,947 N Redwood Rd,Saratoga Springs,Utah,840455139,3852873792,40.37949,-111.91686,2022-12-12,UT,Olive Garden,2024-03-30
American Fork,1781,538 West Main Street,American Fork,Utah,840032216,8017637229,40.377269,-111.81243,2008-10-06,UT,Olive Garden,2024-03-30
Athens - Georgia Square Mall,1625,3666 Atlanta Highway,Athens,Georgia,306063149,7062272225,33.939821,-83.459015,2004-05-03,GA,Olive Garden,2024-03-30
Moline,6404,4570 16th Street,Moline,Illinois,612657043,3097571572,41.46730215,-90.50636488,2017-12-11,IL,Olive Garden,2024-03-30
Freehold Marketplace Plaza,1834,290 W Main Street,Freehold,New Jersey,077282524,7327803164,40.24431081,-74.29692265,2010-11-22,NJ,Olive Garden,2024-03-30
Eatontown,1304,230 Route 35,Eatontown,New Jersey,077242103,7323894585,40.284535,-74.050803,1993-05-24,NJ,Olive Garden,2024-03-30
Sarasota Landings Shopping Plaza,1114,4900 S Tamiami Trail,Sarasota,Florida,342314354,9419233136,27.283042,-82.531256,1988-10-10,FL,Olive Garden,2024-03-30
Provo,1292,504 W 2230 North,Provo,Utah,846047509,8013770062,40.263632,-111.667206,1991-11-11,UT,Olive Garden,2024-03-30
Frederick,1518,5609 Spectrum Dr.,Frederick,Maryland,217038301,3016631801,39.384781,-77.403254,1996-10-21,MD,Olive Garden,2024-03-30
Greensburg - Westmoreland Mall,1334,5163 Route 30,Greensburg,Pennsylvania,156016692,7248329262,40.303008,-79.499273,1992-08-31,PA,Olive Garden,2024-03-30
Orlando - Lake Buena Vista,1082,12361 State Road 535,Orlando,Florida,328366737,4072396708,28.385359,-81.505551,1988-02-01,FL,Olive Garden,2024-03-30
West Kissimmee - near Margaritaville Resort,1793,8136 W Irlo Bronson Hwy,Kissimmee,Florida,347471003,4073962560,28.34631,-81.61208,2009-04-20,FL,Olive Garden,2024-03-30
Lafayette IN - South St,1384,4151 South Street,Lafayette,Indiana,479054876,7654470074,40.416944,-86.828425,1993-03-22,IN,Olive Garden,2024-03-30
Duluth - Miller Hill Mall,1618,901 Mall Dr,Duluth,Minnesota,558115408,2187272623,46.801857,-92.149932,2003-11-10,MN,Olive Garden,2024-03-30
Conroe,1782,3041 I-45 North,Conroe,Texas,773042167,9365395200,30.35298,-95.48509,2008-12-15,TX,Olive Garden,2024-03-30
Cypress TX - Fairfield Marketplace,6431,28040 Highway 290,Cypress,Texas,774335450,2812568090,29.98824681,-95.73827339,2020-01-20,TX,Olive Garden,2024-03-30
